Codigo;Producto;CantVend;CantComp;Diferencia
AAA014254;Broche de Madera CBX C/Aplique Corazón Surtido;6;0;-6
AAA014255;Regla Flexible 20cm económica;7;0;-7
AAA014256;Broche Dorado Mariposa Nº 5 Sifap;100;0;-100
AAA014257;Broche Grap Nº 24/6;19;0;-19
AAA014258;Papel Crepe Color Creping Gris Claro;9;0;-9
AAA014259;Hilo Algodón Bahía 100grs Fino Cod. 58;8;0;-8
AAA014260;Papel Crepe Color Creping Rosa Fuerte;50;0;-50
AAA014261;Calculadora Electrónica Raia CL5134;4;0;-4
AAA014262;Notas Adhesivas Info 75x75 ;31;0;-31
AAA014263;Carpeta 3 Solapas c/Elástico Plástica A4 Alaplast Verde;2;0;-2
AAA014264;Carpeta 3 Solapas c/Elástico Plástica Oficio Alaplast Verde;1;0;-1
AAA014265;Carpeta 3 Solapas c/Elástico Plástica Oficio Alaplast Cristal;1;0;-1
AAA014266;Hilo Algodón Bahía 100grs Fino Cod. 41;11;0;-11
AAA014267;Hilo Algodón Bahía 100grs Grueso Cod. 41;14;0;-14
AAA014268;Papel p/Imprimir Telado PaperLand A4 Verde Claro;14;0;-14
AAA014269;Cable USB Mobo Tipo C;33;0;-33
AAA014270;Papel Celofán 1x1,20m Negro;3;0;-3
AAA014271;Papel Celofán 1x1,20m Rosa;4;0;-4
AAA014272;Papel Celofán 1x1,20m Verde;21;0;-21
AAA014273;Separadores p/Carpeta Nº3 Peppa;3;0;-3
AAA014274;Minas p/lápiz Mecánico 0.7 2B Faber Castell ;11;0;-11
AAA014275;Cierre Bronce 10cm Azul Marino;12;0;-12
AAA014277;Cierre Bronce 14cm Rosa;1;0;-1
AAA014278;Cierre Bronce 16cm Gris Perla;1;0;-1
AAA014279;Cierre Bronce 16cm Rosa;3;0;-3
AAA014280;Cierre Bronce 18cm Beige ;2;0;-2
AAA014284;Cierre Nylon 14cm Verde Musgo;4;0;-4
AAA014285;Bombilla Resorte;8;0;-8
AAA014286;Bibliorato The-Pel Gris;3;0;-3
AAA014287;Tempera x 250 grs. Flúo Señorita Amarillo;19;0;-19
AAA014288;Tempera x 250 grs. Flúo Señorita Verde;7;0;-7
AAA014289;Tempera x 250 grs. Flúo Señorita Rosa;16;0;-16
AAA014290;Tempera x 250 grs. Flúo Señorita Naranja;23;0;-23
AAA014291;Mapa Escolar N° 3 Continente Americano Político;50;0;-50
AAA014292;Separadores p/Carpeta Nº 3 Avengers;1;0;-1
AAA014293;Separadores p/Carpeta Nº 3 Lol;5;0;-5
AAA014294;Separadores p/Carpeta Nº 3 FW Super Awesome;2;0;-2
AAA014295;Separadores p/Carpeta Nº 3 FW Motocross;10;0;-10
AAA014296;Separadores p/Carpeta Nº 3 FW Game Over;13;0;-13
AAA014297;Separadores p/Carpeta Nº 3  Mundo FW ;16;0;-16
AAA014298;Barbijo Liso y Estampado;133;0;-133
AAA014299;Barbijo Bordado;26;0;-26
AAA014300;Stickers p/cuerpo y rostro;7;0;-7
AAA014301;Monedero Chico;10;0;-10
AAA014302;Monedero Grande;20;0;-20
AAA014303;Pincel Angular Artmate;1;0;-1
AAA014304;Etiqueta Escolar PPR Water Color;3;0;-3
AAA014305;Etiqueta Escolar PPR Futbol Rojo;4;0;-4
AAA014306;Etiqueta Escolar PPR FN;16;0;-16
AAA014307;Etiqueta Escolar PPR;9;0;-9
AAA014308;Etiqueta Escolar PPR Rock;11;0;-11
AAA014309;Etiqueta Escolar PPR Llama y Cactus;50;0;-50
AAA014310;Separadores p/Carpeta Nº 3 Game Zone;5;0;-5
AAA014311;Separadores p/Carpeta Nº 3 Llama y Cactus;14;0;-14
AAA014312;Lima de Uña Acero;3;0;-3
AAA014313;Lápicera Pluma Simball c/estuche;2;0;-2
AAA014314;Clasificador 12 Div. A4 Dunson Negro;4;0;-4
AAA014315;Clasificador 12 Div. A4 Dunson Celeste ;6;0;-6
AAA014317;Block c/espiral Esquelita x80h Lider Liso;37;0;-37
AAA014318;Block c/espiral Esquelita x80h Lider Cuadriculado;59;0;-59
AAA014319;Block c/espiral Esquelita x80h Lider Rayado;39;0;-39
AAA014320;Calculadora Kenko KK-9835A 8 Digitos;18;0;-18
AAA014321;Calculadora Kenko KK-837B 12 Digitos;23;0;-23
AAA014322;Banda Elástica Efren Latex 1000grs;5;0;-5
AAA014324;Banda Elástica Efren Latex 500grs;2;0;-2
AAA014325;Banda Elástica Efren Latex 250 grs;25;0;-25
AAA014326;Banda Elástica Efren Latex 100 grs;50;0;-50
AAA014327;Banda Elástica Efren Latex 50 grs;62;0;-62
AAA014328;Banda Elástica Efren Latex 25 grs;44;0;-44
AAA014329;Papel Plastificado Fantasía Muresco ;135;0;-135
AAA014330;Libro Aprendiendo a Colorear;9;0;-9
AAA014331;Pincel Linner Nº 1;1;0;-1
AAA014333;Pincel Redondo AD 130 Totay Nº 00;5;0;-5
AAA014335;Pico Pelota;8;0;-8
AAA014336;Calculadora Científica Kenko KK-82MS;20;0;-20
AAA014337;Tijera Escolar Koby 11,5 cm;568;0;-568
AAA014339;Repuesto Corpiño Almendra 1 Gancho Beige Medio;2;0;-2
AAA014340;Repuesto Corpiño Almendra 2 Ganchos 3 cm Beige Medio;4;0;-4
AAA014341;Repuesto Corpiño Almendra 2 Ganchos 3 cm Natural;1;0;-1
AAA014342;Repuesto Corpiño Almendra 2 Ganchos Ancho Blanco;6;0;-6
AAA014343;Repuesto Corpiño Almendra 2 Ganchos Ancho Natural;1;0;-1
AAA014345;Auricular Samsung HS330;62;0;-62
AAA014346;Auricular Wireless P47 5.0+EDR;1;0;-1
AAA014347;Pendrive 32 GB;18;0;-18
AAA014348;Pendrive 64 GB;5;0;-5
AAA014349;Marcador Permanente Filgo 041;75;0;-75
AAA014350;Binder Clips 25mm Olami;27;0;-27
AAA014351;Calculadora Kenko KK-3180-12 12 Digitos;15;0;-15
AAA014352;Adhesivo Universal Koby 17,5 ml;6;0;-6
AAA014353;Block c/espiral Esquela x80h Lider Liso;52;0;-52
AAA014354;Block c/espiral Esquela x80h Lider Cuadriculado;48;0;-48
AAA014355;Libro Caja Rab 3 columnas T/D 2232;1;0;-1
AAA014356;Cuaderno c/espiral 16x21 Arte Ninfa Rayado;25;0;-25
AAA014357;Cuaderno T/D 48h PPR Game Zone;4;0;-4
AAA014358;Cuaderno T/D 48h PPR Cute;7;0;-7
AAA014359;Regalables;45;0;-45
AAA014360;Rodillo p/Pintar Mediano;5;0;-5
AAA014365;Sacapunta Maped Vivo Pastel ;83;0;-83
AAA014366;Escuadra Plantec Multiuso 3201;2;0;-2
AAA014367;Regla 30cm Efren Lopez H30-22;36;0;-36
AAA014368;Regla Plástica Flexible 30 cm Maped;3;0;-3
AAA014369;Folio Escolar Efren Lopez Standart 40 mic.;3636;0;-3636
AAA014370;Folio A4 Efren Lopez Standart 40 mic.;7967;0;-7967
AAA014371;Folio Oficio Efren Lopez Standart 40 mic.;2143;0;-2143
AAA014372;Crayones Jumbo Koby x12u.;51;0;-51
AAA014373;Repuesto Cutter 9 mm;22;0;-22
AAA014374;Regla 20cm Efren Lopez H20-22;114;0;-114
AAA014375;Cinta Bies Poliamida 20mm Blanco;26;0;-26
AAA014376;Cinta Bies Poliamida 20mm Negro;22;0;-22
AAA014377;Cierre Nylon Reforzado 20cm Azul Marino;16;0;-16
AAA014378;Cierre Nylon Reforzado 20cm Negro;63;0;-63
AAA014379;Memoria MicroSD Kingston 64 GB;3;0;-3
AAA014380;Cartuchera Tubo Mediana;22;0;-22
AAA014381;Hilo Algodón Cisne 6 Cabos Blanco;9;0;-9
AAA014382;Hilo Algodón Cisne 6 Cabos 142;5;0;-5
AAA014383;Hilo De Algodón p/manualidades Amarillo;4;0;-4
AAA014385;Hilo De Algodón p/manualidades Francia;1;0;-1
AAA014386;Hilo De Algodón p/manualidades Gris;1;0;-1
AAA014387;Hilo De Algodón p/manualidades Rojo;12;0;-12
AAA014388;Hilo Encerado x10 mts Colores Surtidos;122;0;-122
AAA014389;Argollas de Zamac 6mm 1296A.1;110;0;-110
AAA014390;Argollas de Zamac 11mm 1296A.2;74;0;-74
AAA014391;Hilo Manofilamento 100mts;10;0;-10
AAA014392;Hilo Metalizado Lurex Dorado x100mtrs;5;0;-5
AAA014394;Cinta Lunares C. de Oro 23mm Rojo;3;0;-3
AAA014395;Hilo de Yute p/ manualidades ;258,48;0;-258,48
AAA014396;Hilo Sisal 25mtrs ;43;0;-43
AAA014397;Repuesto de Hoja N° 3 Éxito C/Banda x24h. Cuadriculadas;1;0;-1
AAA014398;Repuesto de Hoja N° 3 Éxito C/Banda x24h. Rayadas;10;0;-10
AAA014399;Repuesto de Hoja N° 3 Éxito C/Banda x48h. Cuadriculadas;1;0;-1
AAA014400;Repuesto de Hoja N° 3 Éxito C/Banda x48h. Rayadas;27;0;-27
AAA014401;Repuesto de Hoja N° 3 Éxito C/Banda x96h. Cuadriculadas;2;0;-2
AAA014403;Repuesto de Hoja N° 3 Éxito C/Banda x96h. Rayadas;129;0;-129
AAA014406;Hilo de Yute p/ manualidades x40mtrs;11;0;-11
AAA014407;Barbijo Liso y Estampado Pequeño;35;0;-35
AAA014408;Bolsa Camiseta Chica;1285,8;0;-1285,8
AAA014410;Bolsa Camiseta Mediana;4115,3;0;-4115,3
AAA014411;Carpeta N° 5 Inkdrop Scombro 2;12;0;-12
AAA014414;Carpeta N° 5 PPR My Little Pony;6;0;-6
AAA014415;Carpeta N° 5 Inkdrop Cactus y Llama;16;0;-16
AAA014416;Carpeta N° 5 PPR Muy Chulas;2;0;-2
AAA014417;Carpeta N° 5 Inkdrop Unicornio;1;0;-1
AAA014418;Carpeta N° 5 PPR Street Racing;11;0;-11
AAA014419;Carpeta N° 5 M.E. Dragon Ball Z;3;0;-3
AAA014420;Carpeta N° 5 PPR Rock;4;0;-4
AAA014421;Carpeta N° 5 PPR Iconos;5;0;-5
AAA014422;Carpeta N° 5 Inkdrop Marmol;4;0;-4
AAA014423;Carpeta N° 5 Inkdrop Motorcycles;4;0;-4
AAA014424;Carpeta N° 3 PPR Holografica;7;0;-7
AAA014425;Carpeta N° 3 PPR Frida Kahlo;11;0;-11
AAA014426;Carpeta N° 3 Onix Motos;8;0;-8
AAA014428;Carpeta N° 3 Inkdrop Motocycleta;15;0;-15
AAA014429;Carpeta N° 3 Onix Auto Sports;6;0;-6
AAA014430;Carpeta N° 3 PPR Street Racing;16;0;-16
AAA014431;Carpeta N° 3 Inkdrop Trucks;9;0;-9
AAA014432;Carpeta N° 3 PPR Graffiti;3;0;-3
AAA014433;Carpeta N° 3 Onix Calaveras;7;0;-7
AAA014434;Carpeta N° 3 Onix Bikers;6;0;-6
AAA014435;Carpeta N° 3 Onix Lettering;1;0;-1
AAA014436;Lápiz Mecánico Pizzini 0.5mm 1431;17;0;-17
AAA014437;Broche Sujeta Papeles SDI 64mm;12;0;-12
AAA014438;Marcador Maped x10u. Ocean Funda;40;0;-40
AAA014439;Maximarcadores Simball x6u.;8;0;-8
AAA014440;Lápiz c/graduación Faber Castell H Goldfaber 1221;10;0;-10
AAA014441;Resaltador Faber Castell Metalico Oro;20;0;-20
AAA014442;Resaltador Faber Castell Metalico Plata;24;0;-24
AAA014443;Moños Regalo Rapido Metal Grande M113;70;0;-70
AAA014444;Moños Regalo Rapido Liso Grande M102;195;0;-195
AAA014445;Moños Regalo Rapido Liso Mediano M130;112;0;-112
AAA014446;Moños Regalo Rapido Metal Mediano M112;21;0;-21
AAA014447;Adhesivo c/glitter Simball Violeta;7;0;-7
AAA014448;Adhesivo c/glitter Simball Oro;10;0;-10
AAA014449;Adhesivo c/glitter Simball Plata;10;0;-10
AAA014450;Adhesivo c/glitter Fluo Simball Naranja;4;0;-4
AAA014451;Adhesivo c/glitter Simball Celeste;5;0;-5
AAA014452;Adhesivo c/glitter Fluo Simball Rosa;6;0;-6
AAA014453;Adhesivo c/glitter Simball Rojo;11;0;-11
AAA014454;Escuadra 35-45 Dozent 2636;11;0;-11
AAA014455;Escuadra 30-45 Dozent 2634;21;0;-21
AAA014456;Adhesiva Barra Pizzini 21grs ;22;0;-22
AAA014457;Goma de Borrar Pizzini Tecnica Gt44;56;0;-56
AAA014458;Goma de Borrar Koby 3036 Blanco;860;0;-860
AAA014459;Cuaderno T/Dura N° 3 Laprida 98h. Rayado Azul;7;0;-7
AAA014460;Cuaderno T/Dura N° 3 Gloria 100h. Rayado Rojo;13;0;-13
AAA014461;Escalimetro Pizzini c/escala 30cm;3;0;-3
AAA014462;Banda Elastica 500grs MLR;1;0;-1
AAA014463;Bandas Elásticas 1000grs STA;1;0;-1
AAA014464;Stencil 1322 ;1;0;-1
AAA014465;Stencil 1582;1;0;-1
AAA014466;Stencil 1721;1;0;-1
AAA014467;Stencil 1230;2;0;-2
AAA014468;Goma de Borrar Dos Banderas 211;55;0;-55
AAA014469;Marcador Toyo 78 x10u. ;34;0;-34
AAA014470;Compas Keyroad c/ lápiz;44;0;-44
AAA014471;Aros 50 mm Lama;50;0;-50
AAA014472;Cuaderno T/Dura N° 3 Gloria 100h. Rayado Azul;19;0;-19
AAA014473;Separadores p/Carpeta Nº 3 Be Cool;7;0;-7
AAA014474;Separadores p/carpetas Nº 3 Fail Guys;2;0;-2
AAA014475;Separadores p/carpetas Nº 3 Lamborghini;3;0;-3
AAA014476;Separadores p/carpetas Nº 3 Among Us;3;0;-3
AAA014477;Separadores p/carpetas Nº 3 Discord;1;0;-1
AAA014478;Separadores p/carpetas Nº 3 Monster Energy;1;0;-1
AAA014479;Separadores p/carpetas Nº 3 Five;1;0;-1
AAA014480;Bolsa Camiseta Grande;632,34;0;-632,34
AAA014481;Stencil 1344;1;0;-1
AAA014482;Stencil 63001;2;0;-2
AAA014483;Stencil 1205;1;0;-1
AAA014484;Stencil 1256;1;0;-1
AAA014485;Stencil 1261;2;0;-2
AAA014486;Stencil 1217;2;0;-2
AAA014487;Stencil 1205;1;0;-1
AAA014488;Stencil 1494;3;0;-3
AAA014489;Stencil 1439;2;0;-2
AAA014490;Stencil 1481;2;0;-2
AAA014491;Stencil 1402;2;0;-2
AAA014492;Stencil 1574;1;0;-1
AAA014493;Stencil 1405;1;0;-1
AAA014494;Stencil 1722;1;0;-1
AAA014495;Stencil 66011;1;0;-1
AAA014496;Stencil 1813;1;0;-1
AAA014497;Pintura Dimencional 3D AD Blanco 40ml;7;0;-7
AAA014498;Pintura Dimencional 3D AD Rosa 40ml;2;0;-2
AAA014499;Pintura Dimencional 3D AD Amarillo Oro 40ml;1;0;-1
AAA014501;Pintura Dimencional 3D AD Rojo Fuego 40ml;5;0;-5
AAA014503;Pintura Dimencional 3D AD Azul Uniforme 40ml;1;0;-1
AAA014504;Pintura Dimencional 3D AD Lila 40ml;5;0;-5
AAA014505;Pintura Dimencional 3D AD Negro 40ml;5;0;-5
AAA014506;Plastificado + alfiler;3;0;-3
AAA014507;Mochila Peluche Abejita;6;0;-6
AAA014508;Aros de Carpeta 40mm Ezco;591;0;-591
AAA014509;Aros de Carpeta 60mm Ezco;380;0;-380
AAA014510;Separadores p/carpeta Nº3 Cree en ti;1;0;-1
AAA014511;Separadores p/carpeta Nº 3 Mandala;4;0;-4
AAA014512;Separadores p/carpeta Nº 3 No te detengas;3;0;-3
AAA014513;Separadores p/carpeta Nº 3 Piensa Cree Sueña;47;0;-47
AAA014514;Lápiz Negro Filgo HB Nº2;70;0;-70
AAA014515;Bolígrafo Koby Style x10 surtido 1.0;96;0;-96
AAA014516;Set de Geometría Efrén;119;0;-119
AAA014517;Pincel Angular Artistica Dibu 166 Nº 2;7;0;-7
AAA014518;Pincel Angular Artistica Dibu 166 Nº 4;6;0;-6
AAA014519;Pincel Angular Artistica Dibu 166 Nº 6;6;0;-6
AAA014520;Pincel Angular Artistica Dibu 166 Nº 8;6;0;-6
AAA014521;Encendedor Bic;73;0;-73
AAA014522;Encendedor Candela;73;0;-73
AAA014523;Agua Mineral 2lt;13;0;-13
AAA014524;Agua Mineral 600ml;46;0;-46
AAA014525;Alcohol Rexona Spray 125ml;19;0;-19
AAA014526;Alcohol en Gel Algabo 150ml ;31;0;-31
AAA014527;Sellitos escolares;20;0;-20
AAA014528;Carpeta Nº 3 Onix 3x40 Llama II ;3;0;-3
AAA014529;Carpeta Nº 3 Onix 3x40 Cactus;6;0;-6
AAA014530;Carpeta Nº 3 Onix 3x40 Hippie Chic;2;0;-2
AAA014531;Carpeta Nº 3 Onix 3x40 Jean Flowers;3;0;-3
AAA014532;Carpeta Nº 3 Onix 3x40 Letter;2;0;-2
AAA014533;Carpeta Nº3 Inkdrop 3x40 Black & White;1;0;-1
AAA014534;Carpeta Nº 3 Onix 3x40 Choppers Metal ;1;0;-1
AAA014535;Carpeta Nº 3 Inkdrop 3x40 Vintage Garage;3;0;-3
AAA014536;Carpeta Nº3 C/C Onix Cactus;4;0;-4
AAA014537;"Mochila M.E 17"" Azul";3;0;-3
AAA014538;"Mochila M.E 17"" Negro";3;0;-3
AAA014539;Canopla Muaa Exclusiva Panda;5;0;-5
AAA014540;Canopla Koby Oval 2 Cierres;18;0;-18
AAA014541;Canopla RVD Box Azar;2;0;-2
AAA014542;Canopla M.E Tubo Flor;4;0;-4
AAA014543;Canopla Koby Oval c/ agarradera V;48;0;-48
AAA014544;Bolígrafo Faber x5 Trilux 032 Colores;46;0;-46
AAA014545;Goma Borrar Maped Mini Technic 300;377;0;-377
AAA014546;Cinta Adhesiva 12x30 Adelbras;250;0;-250
AAA014547;Adhesivo Vinilico Model 500 grs;23;0;-23
AAA014549;Lápiz Color Maped Fluo x6 Color´Peps 832003;15;0;-15
AAA014550;Hoja Plastificado Koby Caliente Oficio;2;0;-2
AAA014552;Marcador p/pizarra Koby Negro;29;0;-29
AAA014553;Canopla Tubo Grande c/agarradera;14;0;-14
AAA014554;Adhesivo Vinilico Model 250 grs;78;0;-78
AAA014555;Cuaderno Anillado Universitario Avon 84h. rayado;320;0;-320
AAA014556;Block Dibujo Nº 5 Luma Blanco x20h.;50;0;-50
AAA014557;Resaltador Faber Castell Metalico Rubies Lila;17;0;-17
AAA014558;Resaltador Faber Castell Metalico Rosa;13;0;-13
AAA014559;Carpeta 2x40 Cartone Iglu Desing;6;0;-6
AAA014560;Carpeta 2x30 Cartone Iglu Metal;7;0;-7
AAA014561;Panty Lycra Desnuda S/Puntera Dantac Talle 1 Natural;4;0;-4
AAA014563;Panty Lycra Desnuda S/Puntera Dantac Talle 1 Marrón;1;0;-1
AAA014564;Panty Lycra Desnuda S/Puntera Dantac Talle 2 Natural;6;0;-6
AAA014565;Panty Lycra Desnuda S/Puntera Dantac Talle 2 Negro;2;0;-2
AAA014566;Panty Lycra Desnuda S/Puntera Dantac Talle 2 Marrón;2;0;-2
AAA014567;Panty Lycra Desnuda S/Puntera Dantac Talle 3 Natural;15;0;-15
AAA014568;Panty Lycra Desnuda S/Puntera Dantac Talle 3 Negro;4;0;-4
AAA014569;Panty Lycra Desnuda S/Puntera Dantac Talle 3 Marrón;8;0;-8
AAA014570;Panty Lycra Desnuda S/Puntera Dantac Talle 4 Natural;6;0;-6
AAA014571;Panty Lycra Desnuda S/Puntera Dantac Talle 4 Marrón;6;0;-6
AAA014572;Panty Lycra Desnuda S/Puntera Dantac Talle 4 Negro;11;0;-11
AAA014573;Panty Lycra Desnuda S/Puntera Dantac Talle Especial Natural;6;0;-6
AAA014574;Panty Lycra Desnuda S/Puntera Dantac Talle Especial Negro;3;0;-3
AAA014576;Panty Lycra Desnuda S/Puntera Dantac Talle Especial Marrón;2;0;-2
AAA014577;Panty Lycra Sedosa c/triangulo Puntera Transparente Talle 4;1;0;-1
AAA014579;Neceser OcSport C/Agarradera;1;0;-1
AAA014580;Carpeta Base Opaca, T/Transparente A4 Interstat Negro;66;0;-66
AAA014581;Cinta Pio Pio Brooklyn 20mm Aguamarina;1;0;-1
AAA014582;Cordón Polipropileno Ondina Lila Pastel;2,5;0;-2,5
AAA014583;Cinta Galón Bordado Tren Brooklyn 28mm Blanco y Colores;2;0;-2
AAA014584;Elástico Animal Print 30mm C. de Oro Verde;1;0;-1
AAA014585;Elástico Shine 30mm C. de Oro Plata;8,35;0;-8,35
AAA014586;Oferta Marcadores Trabi;17;0;-17
AAA014587;Flor Corona de Novia 4037 Rosa;3;0;-3
AAA014588;Aplique Goma Eva Diverti-Gom LE002;9;0;-9
AAA014589;Microfibra Extra Fina Filgo x10u.;14;0;-14
AAA014590;Adhesivo Color Señorita 30g Rojo;32;0;-32
AAA014591;Adhesivo Color Señorita 30g Verde;31;0;-31
AAA014592;Adhesivo Color Señorita 30g Azul ;27;0;-27
AAA014593;Tempera x 250 grs. Metalizada Señorita Oro;8;0;-8
AAA014594;Botella Plastica Chica;9;0;-9
AAA014595;Lápices de Color 12u. Util Uno;23;0;-23
AAA014596;Botella Plastica Grande;5;0;-5
AAA014597;Botella Plastica Mediana;1;0;-1
AAA014598;Termo Lumilagro Sigma;2;0;-2
AAA014601;Calculadora Científica Kenko KK-8818 8 Digitos;7;0;-7
AAA014602;Bibliorato Gris Esquela Meli;4;0;-4
AAA014603;Escuadra 30-60 Plantec Biselada 3112;19;0;-19
AAA014604;Pistoletes Plantec x3u. 5001;5;0;-5
AAA014605;Puzzle Ink-Droop 25 p. 32x32 cm Animales Bebes;1;0;-1
AAA014606;Puzzle Ink-Droop 25 p. 32x32 cm Cactus-Llamas ;1;0;-1
AAA014607;Puzzle Ink-Droop 25 p. 32x32 cm Zombies;1;0;-1
AAA014608;Puzzle Ink-Droop 48 p. 21x29 cm Animales Bebes;1;0;-1
AAA014609;Puzzle Ink-Droop 48 p. 21x29 cm Cars;1;0;-1
AAA014610;Puzzle Ink-Droop 48 p. 21x29 cm Llamas y Cactus;1;0;-1
AAA014611;Puzzle Ink-Droop 48 p. 21x29 cm Zombies;1;0;-1
AAA014612;Resaltador Filgo Metalizado Bronce;1;0;-1
AAA014613;Resaltador Filgo Metalizado Oro;18;0;-18
AAA014614;Resaltador Filgo Metalizado Plata;8;0;-8
AAA014615;Sobre c/Botón Doble Lama A4;14;0;-14
AAA014616;Tinta China Pagoda Negro;20;0;-20
AAA014617;Tinta China Pagoda Rojo;5;0;-5
AAA014618;Tinta China Pagoda Amarillo;1;0;-1
AAA014619;Cinta Plástica 0,5mm Rojo;0,58;0;-0,58
AAA014620;Tinta China Pagoda Violeta;2;0;-2
AAA014621;Tinta China Pagoda Azul;2;0;-2
AAA014622;Tinta China Pagoda Verde;2;0;-2
AAA014623;Banderitas Plasticas Adhesivas Flechas 125u.;6;0;-6
AAA014624;Banderitas Plasticas Adhesivas Rectangular 125u.;4;0;-4
AAA014625;Block c/espiral Alfa A4 80h. Cuadriculado;8;0;-8
AAA014626;Block c/espiral Alfa A4 80h. Rayado;7;0;-7
AAA014628;Block c/espiral Alfa Oficio 80h. Rayado;5;0;-5
AAA014629;Cinta Adhesiva Empaque Transparente Sellox 24mmx40m;97;0;-97
AAA014630;Cuaderno Anillado Universitario Avon 84h. Cuadriculado;74;0;-74
AAA014631;Lápices de Color Largo Faber Castell Caras y Colores x12+3;107;0;-107
AAA014632;Lápices de Color Largo Bicolor Filgo x12u.;14;0;-14
AAA014633;Lápiz Hb Simball Innovation ;53;0;-53
AAA014634;Lupa 40mm NC;8;0;-8
AAA014635;Lupa 50mm NC;6;0;-6
AAA014636;Lupa 60mm NC;6;0;-6
AAA014637;Lupa 90mm NC;2;0;-2
AAA014638;Microfibra Extra Fina Filgo Rosa;17;0;-17
AAA014639;Resaltador Filgo Metalizado Fucsia;11;0;-11
AAA014640;Mousepad GTC Ergonomico con Apoya Muñeca;2;0;-2
AAA014641;Tiza Color Útil Uno x12 u;11;0;-11
AAA014642;Parlante Bluetooth Havit Gris;2;0;-2
AAA014644;Lana Misty Blanco;1;0;-1
AAA014645;Lana Misty Cod. 40;1;0;-1
AAA014646;Lana Misty Cod. 60;1;0;-1
AAA014649;Diccionario Básico Escolar;26;0;-26
AAA014650;Bolsa Polipropileno Transparente 8x15;120;0;-120
AAA014651;Tijera Stainless MR2331;17;0;-17
AAA014652;Plancha Telgopor Medio Baja Densidad 0.90mx0.90m;6;0;-6
AAA014653;Moños Regalo Rapido Metal Mini M111;177;0;-177
AAA014654;Moños Regalo Rapido Liso Mini M124;698;0;-698
AAA014655;Tabla Periódica de los Elementos N°5 Beeme/Mawis;77;0;-77
AAA014656;Transportador Maped 360º;17;0;-17
AAA014657;Cinta Adhesiva Empaque Marrón Adelbras 48mmx40m;48;0;-48
AAA014658;Plancha Acetato Transparente 70x100cm;9;0;-9
AAA014659;Papel p/Imprimir Iglu Prisma Favini Cedro;5;0;-5
AAA014660;Papel p/Imprimir Iglu Cotton Gold 180grs;10;0;-10
AAA014661;Papel p/Imprimir Iglu Cotton Verde 180grs;21;0;-21
AAA014662;Adhesivo Vinílico Señorita 30g.;29;0;-29
AAA014663;Adhesivo Vinílico Señorita 1000g.;4;0;-4
AAA014664;Papel para impresión A4 Blanco Telada 180 grs;114;0;-114
AAA014665;Papel para impresión A4 Blanco Foca 180 grs;97;0;-97
AAA014666;Tijera Maped Office Essentials 21 cm;18;0;-18
AAA014667;Memoria MicroSD Sandisk 16 GB;6;0;-6
AAA014668;Memoria MicroSD Kingston 32 GB;21;0;-21
AAA014669;Cutter NC 9mm.;17;0;-17
AAA014670;Chalinas;19;0;-19
AAA014671;Abrochadora Maped Pocket Ergologic Nº 10;11;0;-11
AAA014673;Abrochadora Pinza Mit Cod. 40;6;0;-6
AAA014674;Carpeta Base Opaca, T/Transparente A4 Efren Negro;288;0;-288
AAA014675;Crayones Simball x12u.;18;0;-18
AAA014676;Palitos Helado Koby Natural;165;0;-165
AAA014678;Microfibra Bic Parafe Verde;3;0;-3
AAA014679;Microfibra Bic Parafe Azul;4;0;-4
AAA014681;Rollo p/expendedora 2 dígitos Económico;14;0;-14
AAA014682;Compas Plantec c/adaptador 9111;3;0;-3
AAA014683;Papel Plastificado Fantasía Adhesivo;3;0;-3
AAA014684;Mapa Escolar N° 5 América Central Político;6;0;-6
AAA014685;Mapa Escolar N° 5 América del Norte Físico-Político;3;0;-3
AAA014686;Pañuelos Descartables;148;0;-148
AAA014687;Gema Oval Facetada Frente Plano 6752 Turquesa;9;0;-9
AAA014690;Bolsita de Regalo 14x20cm Fantasia Guarda Pampa;3;0;-3
AAA014691;Bolsita de Regalo Deco 14x20cm;2;0;-2
AAA014692;Bolsita de Regalo Llamas 14x20cm;3;0;-3
AAA014693;Bolsita de Regalo Gold Stars 22x30cm;3;0;-3
AAA014695;Bolsita de Regalo 22x30cm Fantasia Escocesa;2;0;-2
AAA014696;Bolsita de Regalo Guarda Pampa 22x30cm;4;0;-4
AAA014697;Bolsita de Regalo White Dots 22x30cm;3;0;-3
AAA014698;Oferta Filgo permanente 2x;53;0;-53
AAA014699;Bolsita de Regalo Safari 32x30;5;0;-5
AAA014700;Bolsita de Regalo Savage 32x30;4;0;-4
AAA014701;Bolsita de Regalo Acuario 30x32cm Rojo;6;0;-6
AAA014702;Bolsita de Regalo Acuario 30x32cm Pastel Pink;3;0;-3
AAA014703;Bolsita de Regalo Acuario 30x32cm Color Pastel Acqua;3;0;-3
AAA014704;Lápiz Mecánico Bic 0.5 mm;15;0;-15
AAA014705;Bolsita de Regalo Acuario 22x30cm Pastel Pink;10;0;-10
AAA014706;Bolsita de Regalo Acuario 22x30cm Amarillo;7;0;-7
AAA014707;Pestaña Postiza;17;0;-17
AAA014708;Uñas Postizas Metal;23;0;-23
AAA014709;Resaltador Pastel Trabi Coral;27;0;-27
AAA014710;Sacabocado Standart Olami Per506;8;0;-8
AAA014711;Chinches Plateadas Olami 100 u.;32;0;-32
AAA014713;Block Entretenida Muresco Fechas Patrias;3;0;-3
