Codigo;Producto;CantVend;CantComp;Diferencia
AAA007032;Cordón Polipropileno x metro Fucsia;109;0;-109
AAA007033;Cordón Polipropileno x metro Gris Medio;42;0;-42
AAA007034;Cordón Polipropileno x metro Lila;106;0;-106
AAA007035;Cordón Polipropileno x metro Marino;21,5;0;-21,5
AAA007036;Cordón Polipropileno x metro Marron;7,25;0;-7,25
AAA007037;Cordón Polipropileno x metro Naranja;16,5;0;-16,5
AAA007038;Cordón Polipropileno x metro Natural;2,5;0;-2,5
AAA007039;Cordón Polipropileno x metro Negro;608,06;0;-608,06
AAA007040;Cordón Polipropileno x metro Rojo;325,2;0;-325,2
AAA007041;Cordón Polipropileno x metro Rosa Bebe;54,1;0;-54,1
AAA007043;Cordón Polipropileno x metro Verde Brillante;218,31;0;-218,31
AAA007044;Cordón Polipropileno x metro Verde Manzana;17,5;0;-17,5
AAA007046;Cordón Polipropileno x metro Violeta;61;0;-61
AAA007047;Cordón Redondo 120 cm Blanco 1170.120B;26;0;-26
AAA007048;Cordón Redondo 120 cm Color 1170.120C Beige Medio;1;0;-1
AAA007049;Cordón Redondo 120 cm Color 1170.120C Francia;2;0;-2
AAA007051;Cordón Redondo 120 cm Color 1170.120C Marino;3;0;-3
AAA007052;Cordón Redondo 120 cm Color 1170.120C Marron;12;0;-12
AAA007054;Cordón Redondo 120 cm Color 1170.120C Rojo;26;0;-26
AAA007055;Cordón Redondo 120 cm Color 1170.120C Rosa;1;0;-1
AAA007056;Cordón Redondo 120 cm Negro 1170.120N;82;0;-82
AAA007057;Cordón Redondo 60 cm Blanco 1170.060B;13;0;-13
AAA007058;Cordón Redondo 60 cm Color 1170.060C Beige Medio;2;0;-2
AAA007059;Cordón Redondo 60 cm Color 1170.060C Francia;1;0;-1
AAA007060;Cordón Redondo 60 cm Color 1170.060C Gris Medio;8;0;-8
AAA007062;Cordón Redondo 60 cm Color 1170.060C Marron;2;0;-2
AAA007064;Cordón Redondo 60 cm Color 1170.060C Rojo;2;0;-2
AAA007066;Cordón Redondo 60 cm Negro 1170.060N;32;0;-32
AAA007067;Cordón Redondo 90 cm Blanco 1170.090B;14;0;-14
AAA007068;Cordón Redondo 90 cm Color 1170.090C Marino;11;0;-11
AAA007069;Cordón Redondo 90 cm Color 1170.090C Beige Medio;2;0;-2
AAA007070;Cordón Redondo 90 cm Color 1170.090C Rojo;2;0;-2
AAA007072;Cordón Redondo 90 cm Negro  1170.090N;57;0;-57
AAA007073;Cordón Redondo EL MOÑO 110cm Coral;1;0;-1
AAA007074;Cordón Redondo EL MOÑO 110cm Fantasía Naranja;2;0;-2
AAA007075;Cordón Redondo EL MOÑO 110cm Fantasía Rosa;2;0;-2
AAA007076;Cordón Redondo EL MOÑO 110cm Fantasía Verde;2;0;-2
AAA007077;Cordón Redondo EL MOÑO 110cm Lila;1;0;-1
AAA007078;Cordón Redondo EL MOÑO 110cm Turquesa;3;0;-3
AAA007079;Cordón Redondo EL MOÑO 110cm Verde;3;0;-3
AAA007080;Cordón Redondo EL MOÑO 110cm Verde Claro;1;0;-1
AAA007082;Cordón Redondo EL MOÑO 80cm Gris;1;0;-1
AAA007083;Cordón Redondo EL MOÑO 80cm Rojo;1;0;-1
AAA007087;Cordón Redondo Grueso p/Borsegui 150cm 1161 Negro;42;0;-42
AAA007089;Cordón Redondo p/zapato 60 cm 1163.060 Chocolate;5;0;-5
AAA007091;Cordón Redondo p/zapato 60 cm 1163.060 Negro;13;0;-13
AAA007092;Cordón Redondo p/zapato 90 cm 1163.090 Beige Medio;1;0;-1
AAA007093;Cordón Redondo p/zapato 90 cm 1163.090 Chocolate;12;0;-12
AAA007095;Cordón Redondo p/zapato 90 cm 1163.090 Negro;24;0;-24
AAA007096;Correa de Goma p/máquina ;7;0;-7
AAA007097;Corrector Líquido Bic Ecolutions 18 ml;4;0;-4
AAA007098;Crayones Alba Flúo c/Glitter x6u.;8;0;-8
AAA007099;Crayones Faber Castell x12u.;33;0;-33
AAA007100;Crayones Flúo Filgo x6u.;28;0;-28
AAA007102;Crayones Jumbo ProArte x12u.;5;0;-5
AAA007103;Crayones Keyroad Oil Pastels x12u.;15;0;-15
AAA007104;Crayones Maped Color Peps Wax Jumbo x12u.;31;0;-31
AAA007105;Crayones Maped Color Peps Wax x12u.;26;0;-26
AAA007106;Crayones Maxi Jumbo Simball x8u.;8;0;-8
AAA007107;Crayones Playcolor x12u.;20;0;-20
AAA007108;Crayones Super Jumbo Filgo x8u.;6;0;-6
AAA007109;Cuaderno Aprendiendo Caligrafía N° 2 Cursiva Americana ;12;0;-12
AAA007110;Cuaderno Caligrafía Dos Rayas Triunfante;60;0;-60
AAA007111;Cuaderno Caligrafía N° 1 Plantec ;21;0;-21
AAA007112;Cuaderno Caligrafía N° 2 Plantec ;11;0;-11
AAA007113;Cuaderno Caligrafía Rayado Diagonal Triunfante;5;0;-5
AAA007114;Cuaderno Comunicaciones Triunfante ;88;0;-88
AAA007115;Cuaderno de Música Triunfante 20h.;10;0;-10
AAA007116;Cuaderno Educación Inicial Diseño;366;0;-366
AAA007117;Cuaderno Educación Inicial Rivadavia ;11;0;-11
AAA007118;Cuaderno Educación Inicial Triunfante ;1;0;-1
AAA007119;Cuaderno T/Dura Exito 100h. Cuadriculado Azul;3;0;-3
AAA007120;Cuaderno T/Dura Éxito 100h. Cuadriculado Rojo;1;0;-1
AAA007121;Cuaderno T/Dura Éxito 100h. Cuadriculado Verde;1;0;-1
AAA007122;Cuaderno T/Dura Éxito 100h. Rayado Azul;47;0;-47
AAA007123;Cuaderno T/Dura Éxito 100h. Rayado Rojo;39;0;-39
AAA007124;Cuaderno T/Dura Éxito 100h. Rayado Verde;24;0;-24
AAA007128;Cuaderno T/Dura Éxito 48h. Rayado Amarillo;20;0;-20
AAA007129;Cuaderno T/Dura Éxito 48h. Rayado Azul;45;0;-45
AAA007130;Cuaderno T/Dura Éxito 48h. Rayado Celeste;21;0;-21
AAA007131;Cuaderno T/Dura Éxito 48h. Rayado Lila;30;0;-30
AAA007141;Cuaderno T/Dura Éxito 48h. Rayado Naranja;16;0;-16
AAA007142;Cuaderno T/Dura Éxito 48h. Rayado Rojo;29;0;-29
AAA007143;Cuaderno T/Dura Éxito 48h. Rayado Rosa;19;0;-19
AAA007144;Cuaderno T/Dura Éxito 48h. Rayado Verde;24;0;-24
AAA007145;Cuaderno T/Dura Éxito 48h. Rayado Verde Manzana;17;0;-17
AAA007146;Cuaderno T/Dura Laprida 194h. Rayado Azul;8;0;-8
AAA007147;Cuaderno T/Dura Laprida 194h. Rayado Rojo;7;0;-7
AAA007148;Cuaderno T/Dura Laprida 194h. Rayado Verde;6;0;-6
AAA007156;Cuaderno T/Dura Laprida 50h. Liso Azul;5;0;-5
AAA007157;Cuaderno T/Dura Laprida 50h. Rayado Amarillo;19;0;-19
AAA007158;Cuaderno T/Dura Laprida 50h. Rayado Azul;81;0;-81
AAA007159;Cuaderno T/Dura Laprida 50h. Rayado Celeste;2;0;-2
AAA007160;Cuaderno T/Dura Laprida 50h. Rayado Lila;1;0;-1
AAA007172;Cuaderno T/Dura Laprida 50h. Rayado Naranja;3;0;-3
AAA007173;Cuaderno T/Dura Laprida 50h. Rayado Rojo;62;0;-62
AAA007175;Cuaderno T/Dura Laprida 50h. Rayado Verde;60;0;-60
AAA007186;Cuaderno T/Dura Laprida 98h. Rayado Azul;48;0;-48
AAA007196;Cuaderno T/Dura Laprida 98h. Rayado Rojo;77;0;-77
AAA007198;Cuaderno T/Dura Laprida 98h. Rayado Verde;27;0;-27
AAA007204;Cuaderno T/Dura Maratón 84h. Rayadas Azul;8;0;-8
AAA007206;Cuaderno T/Dura Maratón 84h. Rayadas Rojo;5;0;-5
AAA007208;Cuaderno T/Dura Maratón 84h. Rayadas Verde;4;0;-4
AAA007209;Cuaderno T/Dura N° 3 Éxito 100h. Rayado Amarillo;1;0;-1
AAA007210;Cuaderno T/Dura N° 3 Éxito 100h. Rayado Azul;45;0;-45
AAA007213;Cuaderno T/Dura N° 3 Éxito 100h. Rayado Rojo;40;0;-40
AAA007216;Cuaderno T/Dura N° 3 Éxito 100h. Rayado Verde;3;0;-3
AAA007220;Cuaderno T/Dura N° 3 Éxito 48h. Rayado Lila ;1;0;-1
AAA007225;Cuaderno T/Dura N° 3 Éxito 48h. Rayado Verde;1;0;-1
AAA007226;Cuaderno T/Dura N° 3 Éxito 48h. Rayado Verde Manzana;1;0;-1
AAA007228;Cuaderno T/Dura N° 3 Rivadavia 194h. Rayado Rojo;1;0;-1
AAA007233;Cuaderno T/Dura N° 3 Rivadavia 50h. Rayado Amarillo;2;0;-2
AAA007234;Cuaderno T/Dura N° 3 Rivadavia 50h. Rayado Azul;4;0;-4
AAA007235;Cuaderno T/Dura N° 3 Rivadavia 50h. Rayado Celeste;1;0;-1
AAA007238;Cuaderno T/Dura N° 3 Rivadavia 50h. Rayado Rojo;1;0;-1
AAA007240;Cuaderno T/Dura N° 3 Rivadavia 50h. Rayado Verde;1;0;-1
AAA007245;Cuaderno T/Dura N° 3 Rivadavia 98h. Rayado Azul;3;0;-3
AAA007248;Cuaderno T/Dura N° 3 Rivadavia 98h. Rayado Naranja;5;0;-5
AAA007249;Cuaderno T/Dura N° 3 Rivadavia 98h. Rayado Rojo;7;0;-7
AAA007251;Cuaderno T/Dura N° 3 Rivadavia 98h. Rayado Verde ;3;0;-3
AAA007253;Cuaderno T/Dura N° 3 Triunfante 100h. Cuadriculado Rojo;1;0;-1
AAA007255;Cuaderno T/Dura N° 3 Triunfante 100h. Rayado Azul;53;0;-53
AAA007256;Cuaderno T/Dura N° 3 Triunfante 100h. Rayado Rojo;61;0;-61
AAA007257;Cuaderno T/Dura N° 3 Triunfante 100h. Rayado Verde;18;0;-18
AAA007281;Cuaderno T/Dura N° 3 Triunfante 50h. Rayado Amarillo;1;0;-1
AAA007282;Cuaderno T/Dura N° 3 Triunfante 50h. Rayado Azul;20;0;-20
AAA007297;Cuaderno T/Dura N° 3 Triunfante 50h. Rayado Rojo;21;0;-21
AAA007299;Cuaderno T/Dura N° 3 Triunfante 50h. Rayado Verde;22;0;-22
AAA007303;Cuaderno T/Dura Potosí 162h. Rayadas Verde;1;0;-1
AAA007312;Cuaderno T/Dura Potosí 42h. Lisas Azul;1;0;-1
AAA007319;Cuaderno T/Dura Potosí 42h. Rayadas Azul;21;0;-21
AAA007322;Cuaderno T/Dura Potosí 42h. Rayadas Rojo;36;0;-36
AAA007324;Cuaderno T/Dura Potosí 42h. Rayadas Verde;18;0;-18
AAA007336;Cuaderno T/Dura Potosí 84h. Rayadas Azul;3;0;-3
AAA007341;Cuaderno T/Dura Potosí 84h. Rayadas Verde;5;0;-5
AAA007342;Cuaderno T/Dura Rivadavia 194h. Rayado Azul;12;0;-12
AAA007343;Cuaderno T/Dura Rivadavia 194h. Rayado Rojo;8;0;-8
AAA007344;Cuaderno T/Dura Rivadavia 194h. Rayado Verde;3;0;-3
AAA007346;Cuaderno T/Dura Rivadavia 50h. Cuadriculado Rojo;1;0;-1
AAA007348;Cuaderno T/Dura Rivadavia 50h. Rayado Amarillo;10;0;-10
AAA007349;Cuaderno T/Dura Rivadavia 50h. Rayado Azul;21;0;-21
AAA007351;Cuaderno T/Dura Rivadavia 50h. Rayado Lila;1;0;-1
AAA007353;Cuaderno T/Dura Rivadavia 50h. Rayado Rojo;18;0;-18
AAA007355;Cuaderno T/Dura Rivadavia 50h. Rayado Verde;11;0;-11
AAA007361;Cuaderno T/Dura Rivadavia 98h. Rayado Azul;39;0;-39
AAA007362;Cuaderno T/Dura Rivadavia 98h. Rayado Rojo;71;0;-71
AAA007363;Cuaderno T/Dura Rivadavia 98h. Rayado Verde;10;0;-10
AAA007385;Cuaderno T/Dura Triunfante 100h. Rayado Amarillo;1;0;-1
AAA007386;Cuaderno T/Dura Triunfante 100h. Rayado Azul;59;0;-59
AAA007403;Cuaderno T/Dura Triunfante 100h. Rayado Rojo;42;0;-42
AAA007405;Cuaderno T/Dura Triunfante 100h. Rayado Verde;24;0;-24
AAA007409;Cuaderno T/Dura Triunfante 200h. Rayado Rojo;2;0;-2
AAA007418;Cuaderno T/Dura Triunfante 50h. Cuadriculado Rojo;1;0;-1
AAA007431;Cuaderno T/Dura Laprida 50h. Liso Verde;1;0;-1
AAA007434;Cuaderno T/Dura Triunfante 50h. Rayado Azul;45;0;-45
AAA007435;Cuaderno T/Dura Triunfante 50h. Rayado Bordeaux;1;0;-1
AAA007451;Cuaderno T/Dura Triunfante 50h. Rayado Rojo;56;0;-56
AAA007453;Cuaderno T/Dura Triunfante 50h. Rayado Verde;33;0;-33
AAA007455;Cuaderno T/F América x86h Cuadriculado;2;0;-2
AAA007456;Cuaderno T/F Potosí x24h Cuadriculado;16;0;-16
AAA007457;Cuaderno T/Flexible Potosí x24h Rayado;505;0;-505
AAA007458;Cuaderno T/F Potosí x48h Cuadriculado;9;0;-9
AAA007459;Cuaderno T/Flexible Potosí x48h Rayado;144;0;-144
AAA007460;Cuaderno T/F Potosí x84h Cuadriculado;1;0;-1
AAA007461;Cuaderno T/Flexible Potosí x84h Rayado;46;0;-46
AAA007462;Cuaderno anillado Rivadavia ABC T/D x100h. Rayado 21x27;31;0;-31
AAA007463;Cuaderno anillado Rivadavia ABC T/D x100 hj cuadriculado 21x27;10;0;-10
AAA007464;Cuaderno anillado Rivadavia ABC T/D x60 hj Cuadriculado 21x27;9;0;-9
AAA007465;Cuaderno anillado Rivadavia ABC T/Vinilo x60 hj Rayado 21x27 ;18;0;-18
AAA007466;Cuaderno anillado Triunfante 123 T/D x100 hj Cuadriculado 21x27;16;0;-16
AAA007467;Cuaderno anillado Triunfante 123 T/D x100 hj Rayado 21x27;28;0;-28
AAA007468;Cuaderno anillado T/F Triunfante x42hj  Cuadriculadas 22x29;26;0;-26
AAA007469;Cuaderno Universitario Triunfante x42h. Rayadas;62;0;-62
AAA007470;Cuaderno anillado Triunfante 123 T/D x60 hj Cuadriculado 21x27;5;0;-5
AAA007471;Cuaderno anillado Triunfante 123 T/D x60 hj Rayado 21x27;24;0;-24
AAA007472;Cuaderno Universitario Triunfante x80h. Cuadriculadas;28;0;-28
AAA007473;Cuaderno Universitario Triunfante x80h. Rayadas;51;0;-51
AAA007474;Cuadernos Anillados Triunfante 16x21 x40h. Cuadriculado;15;0;-15
AAA007475;Cuadernos Anillados Triunfante 16x21 x40h. Rayado;109;0;-109
AAA007476;Cuadernos Anillados Triunfante 16x21 x80h. Cuadriculado;30;0;-30
AAA007477;Cuadernos Anillados Triunfante 16x21 x80h. Rayado;179;0;-179
AAA007480;Cuentos p/colorear Un Cuento de Terror;1;0;-1
AAA007481;Cuentos p/colorear Viaje Especial;1;0;-1
AAA007482;Cuerda Mediana FB 1185.1 Blanco;5;0;-5
AAA007483;Cuerda Mediana FB 1185.1 Manteca;8;0;-8
AAA007484;Cutter Ezco 9 mm.;6;0;-6
AAA007485;Cutter Maped 18 mm.;25;0;-25
AAA007486;Cutter Maped 9 mm.;1;0;-1
AAA007487;Cutter NC 18 mm.;7;0;-7
AAA007488;Declaración Jurada;17;0;-17
AAA007489;Declaración Jurada de Ingresos ;3;0;-3
AAA007491;Dedal Metálico;19;0;-19
AAA007492;Deslizador Diente Perro Automático 1015;147;0;-147
AAA007493;Deslizador Diente Perro Reversible 1014;20;0;-20
AAA007494;Deslizador p/cierre 6 mm ;574;0;-574
AAA007495;Deslizador p/Cierre 6 mm c/colgante ondita 1017;64;0;-64
AAA007496;Desmontable  13 mm 1286;34;0;-34
AAA007497;Desmontable de Zamac 13 mm 1290;49;0;-49
AAA007498;Diccionario Ilustrado de la Lengua Española ;5;0;-5
AAA007499;Diccionario Inglés-Español School Fun;4;0;-4
AAA007500;Diccionario Larousse Sinónimos/Antónimos;2;0;-2
AAA007503;Dura Masa Duravit Amarillo;3;0;-3
AAA007504;Dura Masa Duravit Azul;1;0;-1
AAA007506;Dura Masa Duravit Celeste;4;0;-4
AAA007507;Dura Masa Duravit Negro;2;0;-2
AAA007508;Dura Masa Duravit Rojo;2;0;-2
AAA007509;Dura Masa Duravit;1;0;-1
AAA007510;Dura Masa Duravit Verde;5;0;-5
AAA007513;Dvd´s Teltron ;3;0;-3
AAA007515;Elástico Afelpado 30mm C. de Oro Amarillo Oro;1;0;-1
AAA007518;Elástico Afelpado 30mm C. de Oro Celeste;3,5;0;-3,5
AAA007519;Elástico Afelpado 30mm C. de Oro Francia;5;0;-5
AAA007520;Elástico Afelpado 30mm C. de Oro Gris Medio;10,66;0;-10,66
AAA007524;Elástico Afelpado 30mm C. de Oro Naranja;2;0;-2
AAA007527;Elástico Afelpado 30mm C. de Oro Rojo;11,2;0;-11,2
AAA007528;Elástico Afelpado 30mm C. de Oro Rosa Bebe;7;0;-7
AAA007529;Elástico Afelpado 30mm C. de Oro Verde Brillante;5;0;-5
AAA007532;Elástico Afelpado Rayado C. de Oro 25mm Azul;10,95;0;-10,95
AAA007533;Elástico Afelpado Rayado C. de Oro 25mm Multicolor;2,5;0;-2,5
AAA007535;Elástico Afelpado Rayado C. de Oro 25mm Rojo;2;0;-2
AAA007536;Elástico Animal Print 30mm C. de Oro Amarillo;2;0;-2
AAA007538;Elástico Bentley Blanco Nº 552 1880.552;130,67;0;-130,67
AAA007539;Elástico Bentley Blanco Nº 554 1880.554;80,202;0;-80,202
AAA007540;Elástico Cordón de Oro Blanco 1801.60;25,56;0;-25,56
AAA007541;Elástico BradBury Blanco 1885.50;17,95;0;-17,95
AAA007542;Elástico C/Cordón 1892.30;19;0;-19
AAA007543;Elástico Cordón de Oro Blanco 1801.10;1309,304;0;-1309,304
AAA007544;Elástico Cordón de Oro Blanco 1801.30;353,498;0;-353,498
AAA007545;Elástico Cordón de Oro Blanco 1801.60;3,5;0;-3,5
AAA007546;Elástico Cordón de Oro Blanco 1801.35;79,9;0;-79,9
AAA007547;Elástico Cordón de Oro Negro 1802.10;455,31;0;-455,31
AAA007548;Elástico Cordón de Oro Negro 1802.30;251,19;0;-251,19
AAA007549;Elástico Cordón de Oro Negro 1802.70;40,55;0;-40,55
AAA007551;Elástico Estampado Lol Fb 3cm Rosado;4;0;-4
AAA007552;Elástico Medicinal C. de Oro 021 Blanco;2757,585;0;-2757,585
AAA007553;Elástico Medicinal C. de Oro 021 Negro;281,84;0;-281,84
AAA007554;Elástico Redondo Bentley Nº 86 1869.86;58,31;0;-58,31
AAA007555;Elástico Redono Ondina 3mm 1867.25;21,11;0;-21,11
AAA007556;Elástico Shine 30mm C. de Oro;12,5;0;-12,5
AAA007557;Enhebradores;97;0;-97
AAA007558; Puntilla Broderie Entredos Guipure Batista 1488 Blanco;26,14;0;-26,14
AAA007559;Entretela Fliselina Adhesiva Fina Blanco;14,53;0;-14,53
AAA007560;Entretela Fliselina Adhesiva Gruesa Blanco;415,096;0;-415,096
AAA007561;Entretela Fliselina Adhesiva Mediana Blanco;102,07;0;-102,07
AAA007562;Triple Decimetro Dozent;1;0;-1
AAA007565;Escarapela Moño MLR;231;0;-231
AAA007566;Escarapelas Redondas Milenio ;199;0;-199
AAA007567;Escuadra Dozent 2635;8;0;-8
AAA007568;Escuadra Dozent Multiuso 2639;2;0;-2
AAA007569;Escuadra para Modistas Casas ;1;0;-1
AAA007570;Escuadra Pizzini 373235x60;3;0;-3
AAA007573;Esencia p/Hornillo Iluminarte;15;0;-15
AAA007574;Esferas de Telgopor N° 10;60;0;-60
AAA007576;Esferas de Telgopor N° 12;34;0;-34
AAA007577;Esferas de Telgopor N° 13;2;0;-2
AAA007578;Esferas de Telgopor N° 16;14;0;-14
AAA007579;Esferas de Telgopor N° 2;244;0;-244
AAA007580;Esferas de Telgopor N° 21;10;0;-10
AAA007582;Esferas de Telgopor N° 3;229;0;-229
AAA007584;Esferas de Telgopor N° 4;181;0;-181
AAA007585;Esferas de Telgopor N° 5;219;0;-219
AAA007586;Esferas de Telgopor N° 6;110;0;-110
AAA007587;Esferas de Telgopor N° 7;112;0;-112
AAA007588;Esferas de Telgopor N° 8;60;0;-60
AAA007589;Esferas de Telgopor N° 9;29;0;-29
AAA007590;Esmaltes p/Uñas;368;0;-368
AAA007594;Espirales p/anillado 25mm;1;0;-1
AAA007596;Espirales p/anillado 40mm Efren Lopez;1;0;-1
AAA007598;Espirales p/anillado 9mm;2;0;-2
AAA007601;Espumina Laminada (Brillolán)  Azul Francia;0,5;0;-0,5
AAA007602;Espumina Laminada (Brillolán) Fucsia;1,53;0;-1,53
AAA007605;Espumina Laminada (Brillolán) Oro;3,82;0;-3,82
AAA007607;Espumina Laminada (Brillolán) Rojo;5;0;-5
AAA007610;Espumina Laminada (Brillolán) Verde Brillante;2;0;-2
AAA007614;Estilógrafo Edding N° 01;2;0;-2
AAA007625;Estilógrafo Filgo N° 01;7;0;-7
AAA007627;Estilógrafo Filgo N° 03;1;0;-1
AAA007629;Estilógrafo Filgo N° 05;5;0;-5
AAA007630;Estilógrafo Filgo N° 06;1;0;-1
AAA007638;Estilógrafo Pizzini N° 03;3;0;-3
AAA007640;Estilógrafo Pizzini N° 05;1;0;-1
AAA007651;Estilógrafo Plantec N° 05;3;0;-3
AAA007654;Estilógrafo Plantec N° 08 ;1;0;-1
AAA007657;Estilógrafo Pizzini  N° 005;2;0;-2
AAA007658;Estilografo Pizzini N° 01;1;0;-1
AAA007660;Estilógrafo Pizzini N° 03;3;0;-3
AAA007661;Estilógrafo Pizzini N° 04;3;0;-3
AAA007662;Estilógrafo Plantec N° 05;22;0;-22
AAA007663;Estilógrafo Pizzini N° 06;2;0;-2
AAA007664;Estilógrafo Filgo N° 07;3;0;-3
AAA007665;Estilógrafo Filgo N° 08;4;0;-4
AAA007667;Estilógrafo Filgo N° 1.0;7;0;-7
AAA007668;Etiqueta Escolar Alta Gama Mag;4;0;-4
AAA007669;Etiqueta Escolar Angry Birds ;8;0;-8
AAA007671;Etiqueta Escolar Boca Juniors ;4;0;-4
AAA007672;Etiqueta Escolar c/Borde Amarillo Ori-Tec Cod. 5173 ;12;0;-12
AAA007674;Etiqueta Escolar c/Borde Azul Ori-Tec Cod. 5170;119;0;-119
AAA007676;Etiqueta Escolar c/Borde Rojo Ori-Tec Cod. 5171;43;0;-43
AAA007677;Etiqueta Escolar c/Borde Rojo Ori-Tec Cod. 5171 x240u.;6;0;-6
AAA007678;Etiqueta Escolar c/Borde Verde Ori-Tec Cod. 5172;43;0;-43
AAA007680;Etiqueta Escolar Cuore S.A. Messi;2;0;-2
AAA007681;Etiqueta Escolar Doctora Juguete ;3;0;-3
AAA007682;Etiqueta Escolar Fantasía;49;0;-49
AAA007683;Etiqueta Escolar Frozen ;5;0;-5
AAA007684;Etiqueta Escolar Frutillita ;7;0;-7
AAA007685;Etiqueta Escolar I Love 47;1;0;-1
AAA007686;Etiqueta Escolar Kevingston All Blacks;2;0;-2
AAA007687;Etiqueta Escolar Los Simpsons ;6;0;-6
AAA007688;Etiqueta Escolar Maped;2;0;-2
AAA007689;Etiqueta Escolar Monster High ;1;0;-1
AAA007690;Etiqueta Escolar Mooving Camaron Brujo;2;0;-2
AAA007691;Etiqueta Escolar Mooving ;1;0;-1
AAA007692;Etiqueta Escolar Mooving One Direction;1;0;-1
AAA007693;Etiqueta Escolar Mooving Universal Music;1;0;-1
AAA007694;Etiqueta Escolar Motocross;13;0;-13
AAA007695;Etiqueta Escolar Muaa;4;0;-4
AAA007696;Etiqueta Escolar PPR Avengers;35;0;-35
AAA007697;Etiqueta Escolar PPR Live Free ;8;0;-8
AAA007698;Etiqueta Escolar PPR Muy Chulas ;9;0;-9
AAA007699;Etiqueta Escolar PPR Skate Die;3;0;-3
AAA007700;Etiqueta Escolar PPR Stay Chic ;5;0;-5
AAA007701;Etiqueta Escolar PPR Studio Pets;27;0;-27
AAA007702;Etiqueta Escolar PPR Trendy Dogs;21;0;-21
AAA007703;Etiqueta Escolar River Plate ;4;0;-4
AAA007704;Etiqueta Escolar TinkerBell;3;0;-3
AAA007705;Etiqueta Escolar Winnie Pooh;7;0;-7
AAA007706;Etiquetas Comerciales Carbotype Cod. RP 500 Blister;7;0;-7
AAA007707;Etiquetas Comerciales Carbotype Cod. RP500;4;0;-4
AAA007708;Etiquetas Comerciales Carbotype Cod. RP-500-81 ;232;0;-232
AAA007710;Etiquetas Comerciales Carbotype Cod. S- 720-25 ;66;0;-66
AAA007711;Etiquetas Comerciales Carbotype Cod. S-615-11;1;0;-1
AAA007719;Etiquetas Comerciales Carbotype Cod. S-619-16;1;0;-1
AAA007721;Etiquetas Comerciales Carbotype Cod. S-620-12;297;0;-297
AAA007722;Etiquetas Comerciales Carbotype Cod. S-620-12 x2250u.;4;0;-4
AAA007725;Etiquetas Comerciales Carbotype Cod. S-622-15;125;0;-125
AAA007726;Etiquetas Comerciales Carbotype Cod. S-622-15 Blister;1;0;-1
AAA007727;Etiquetas Comerciales Carbotype Cod. S-623-37;1;0;-1
AAA007733;Etiquetas Comerciales Carbotype Cod. S-703-40;72;0;-72
AAA007739;Etiquetas Comerciales Carbotype Cod. S-720-25 x420u.;2;0;-2
AAA007740;Etiquetas Comerciales Carbotype Cod. S-723-22;105;0;-105
AAA007741;Etiquetas Comerciales Carbotype Cod. S-723-22  x540u.;1;0;-1
AAA007744;Etiquetas Comerciales Carbotype Cod. S-736-31;1;0;-1
AAA007758;Etiquetas Comerciales Carbotype Cod. S-835-19 ;77;0;-77
AAA007760;Etiquetas Comerciales Ori-Tec Cod. 10373;11;0;-11
AAA007762;Etiquetas Comerciales Ori-Tec Cod. 4230;17;0;-17
AAA007764;Etiqueta p/ ropa;24;0;-24
AAA007765;Etiquetas Comerciales Ori-Tec Cod. 5020 x420u.;1;0;-1
AAA007766;Etiquetas Comerciales Ori-Tec Cod. 8035;2;0;-2
AAA007769;Ficha Cuenta Corriente Nº 12 Igneo 100u.;1;0;-1
AAA007770;Ficha Cuenta Corriente Nº 3 Mil28;3;0;-3
AAA007772;Ficha Dental Escolar ;1;0;-1
AAA007773;Fichas Rayadas Nº 3 Mil28;264;0;-264
AAA007776;Figuras Geometricas Madera 4u.;1;0;-1
AAA007777;Figuras Geometricas Madera 6u.;6;0;-6
AAA007778;Llaveros en Porcelana ;1;0;-1
AAA007779;Fleco de Seda 5cm FB Amarillo Oro;2,85;0;-2,85
AAA007781;Fleco de Seda 5cm FB Blanco;16,5;0;-16,5
AAA007784;Fleco de Seda 5cm FB Azul Francia;3;0;-3
AAA007793;Fleco de Seda 5cm FB Natural;1,5;0;-1,5
AAA007794;Fleco de Seda 5cm FB Negro;8,54;0;-8,54
AAA007795;Fleco de Seda 5cm FB Rojo;1;0;-1
AAA007796;Fleco de Seda 5cm FB Rosa Bebe;1;0;-1
AAA007798;Fleco de Seda 5cm FB Verde Brillante;2;0;-2
AAA007801;Fliselina Metalizada Lisa Oro;6;0;-6
AAA007802;Fliselina Metalizada Lisa Plata;7;0;-7
AAA007803;Fliselina Metalizada Lisa Rojo;1;0;-1
AAA007805;Fliselina Polipropileno Bandera Argentina;10,25;0;-10,25
AAA007806;Fliselina Polipropileno Corazones Negro;5;0;-5
AAA007807;Fliselina Polipropileno Corazones Rojo;33,55;0;-33,55
AAA007808;Fliselina Polipropileno Corazones Violeta;18;0;-18
AAA007810;Fliselina Polipropileno Cuadrille Rojo;7,5;0;-7,5
AAA007811;Fliselina Polipropileno Cuadrille Rosa Bebe;17;0;-17
AAA007812;Aros Fantasía;2;0;-2
AAA007813;Fliselina Polipropileno Futbol Boca;3,5;0;-3,5
AAA007814;Fliselina Polipropileno Futbol River;1,5;0;-1,5
AAA007815;Canopla Flor;4,5;0;-4,5
AAA007816;Fliselina Polipropileno Lisa 45grs. Amarillo Limon;61;0;-61
